Intensity,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5
1.0,0.9919828950268578,0.9921534991019042,0.9921156063252924,0.9921133189717718,0.9917886807996512
1.0,0.9924801702724448,0.9926021441947157,0.9924539995527024,0.9925184552442174,0.9923443501063325
1.0,0.99322868988613,0.9932675907754781,0.9931885569580994,0.993267778191535,0.9932679060132905
1.0,0.9932483899097165,0.9932477246280256,0.9931885569580994,0.9932082901612652,0.9931687956642353
1.0,0.9931493172758497,0.9932675907754781,0.9932084662518215,0.9932281772859429,0.993228434420548
1.0,0.9933071490757153,0.9933071490757153,0.9933071490757153,0.9933071490757153,0.9933071490757153
1.0,0.9931293301752058,0.9931475171913574,0.9930881377186483,0.9931079811510416,0.99310863529988
1.0,0.9926746660718041,0.9926887697649995,0.9926500755869034,0.9926918203343704,0.9926510880101531
1.0,0.9926318809051218,0.9926887697649995,0.9926285415270993,0.9926703696893887,0.9926510880101531
1.0,0.9926103953987881,0.9926455835760589,0.9926500755869034,0.9926703696893887,0.9926939002114842
1.0,0.9926318809051218,0.9926887697649995,0.9926500755869034,0.9926488565496676,0.9926080268064424
1.0,0.9926103953987881,0.9926887697649995,0.9926285415270993,0.9927132086634476,0.9926295886225528
1.0,0.9926103953987881,0.9926887697649995,0.9926500755869034,0.9926488565496676,0.9925647151740707
1.0,0.9926318809051218,0.9926887697649995,0.9926500755869034,0.9926272807358743,0.9926510880101531
1.0,0.9926318809051218,0.9926887697649995,0.9926500755869034,0.9926488565496676,0.9925864023832904
1.0,0.9926533044040373,0.9926887697649995,0.9926069448459611,0.9926488565496676,0.9926295886225528
1.0,0.9926318809051218,0.9926887697649995,0.9926285415270993,0.9926488565496676,0.9926295886225528
1.0,0.9926103953987881,0.9926887697649995,0.9926500755869034,0.9926703696893887,0.9926510880101531
1.0,0.9926533044040373,0.9926887697649995,0.9926285415270993,0.9926703696893887,0.9926080268064424
1.0,0.9926533044040373,0.9926887697649995,0.9926500755869034,0.9926272807358743,0.9926080268064424
1.0,0.9926103953987881,0.9926887697649995,0.9926069448459611,0.9926703696893887,0.9926080268064424
1.0,0.9926103953987881,0.9927530774905537,0.9926500755869034,0.9926488565496676,0.9926295886225528
1.0,0.9926318809051218,0.9926887697649995,0.9926285415270993,0.9926703696893887,0.9926295886225528
1.0,0.9926533044040373,0.9926672082285292,0.9925852853641425,0.9926488565496676,0.9926295886225528
1.0,0.9926103953987881,0.9927530774905537,0.9926500755869034,0.9926488565496676,0.9926295886225528
1.0,0.9927172046165418,0.9926887697649995,0.9926500755869034,0.9926918203343704,0.9926295886225528
1.0,0.9926318809051218,0.9926887697649995,0.9926500755869034,0.9926703696893887,0.9926295886225528
1.0,0.9926533044040373,0.9926887697649995,0.9926285415270993,0.9926703696893887,0.9925864023832904
1.0,0.9926959660842057,0.9926887697649995,0.9925417772785899,0.9926918203343704,0.9926080268064424
1.0,0.9926533044040373,0.9926887697649995,0.9926500755869034,0.9926703696893887,0.9926080268064424
1.0,0.9928224811789792,0.9926887697649995,0.9926069448459611,0.9926488565496676,0.9926295886225528
1.0,0.9926103953987881,0.9926887697649995,0.9926285415270993,0.9926272807358743,0.9926080268064424
1.0,0.9926533044040373,0.9925584501590734,0.9926285415270993,0.9926703696893887,0.9926295886225528
1.0,0.9926533044040373,0.9926887697649995,0.9926285415270993,0.9926488565496676,0.9926080268064424
1.0,0.9926318809051218,0.9926887697649995,0.9926069448459611,0.9926703696893887,0.9925864023832904
1.0,0.9926533044040373,0.9926887697649995,0.9926500755869034,0.9926918203343704,0.9926510880101531
1.0,0.9925455650652785,0.9926887697649995,0.9926285415270993,0.9926918203343704,0.9926295886225528
1.0,0.9926746660718041,0.9926887697649995,0.9926500755869034,0.9926488565496676,0.9926295886225528
1.0,0.9926533044040373,0.9926887697649995,0.9926500755869034,0.9926488565496676,0.9926295886225528
1.0,0.9925888477082806,0.9926887697649995,0.9926500755869034,0.9926488565496676,0.9925864023832904
1.0,0.9926318809051218,0.9926887697649995,0.9926285415270993,0.9926703696893887,0.9926080268064424
1.0,0.9928224811789792,0.9929009534231927,0.9928201150557292,0.9928611970400184,0.9928418024301552
0.8,0.9917940924591968,0.9919665739276352,0.9920228531964803,0.9920203738361644,0.9916922567963319
0.8,0.9929468204425527,0.9929218325498957,0.992862011114652,0.9929444180866719,0.9930276023114355
0.8,0.9929262467584269,0.9929634080643508,0.9929036644491253,0.9929444180866719,0.9929456232546006
0.8,0.9925888477082806,0.9926672082285292,0.9926285415270993,0.9925839403662468,0.9925864023832904
0.8,0.9926103953987881,0.9926455835760589,0.9926285415270993,0.9926488565496676,0.9926295886225528
0.8,0.9926103953987881,0.9926455835760589,0.9925852853641425,0.9925184552442174,0.9926295886225528
0.8,0.9925888477082806,0.9926455835760589,0.9925635629017996,0.9926272807358743,0.9926080268064424
0.8,0.9926103953987881,0.992816823674652,0.9926069448459611,0.9926488565496676,0.9926725251472813
0.8,0.9926103953987881,0.9926455835760589,0.9925635629017996,0.9926272807358743,0.9926295886225528
0.8,0.9926318809051218,0.9926455835760589,0.9925852853641425,0.9926488565496676,0.9926295886225528
0.8,0.9926533044040373,0.9926672082285292,0.9925635629017996,0.9926272807358743,0.9926080268064424
0.8,0.9926746660718041,0.992623895625615,0.9925852853641425,0.9926488565496676,0.9926295886225528
0.8,0.9926959660842057,0.9926455835760589,0.9925852853641425,0.9926488565496676,0.9926510880101531
0.8,0.9926318809051218,0.9926455835760589,0.9925635629017996,0.9926488565496676,0.9926080268064424
0.8,0.9926103953987881,0.9926672082285292,0.9925852853641425,0.9926488565496676,0.9926080268064424
0.8,0.9926318809051218,0.9926455835760589,0.9925852853641425,0.9926488565496676,0.9926295886225528
0.8,0.9926103953987881,0.9926887697649995,0.9925852853641425,0.9926703696893887,0.9926510880101531
0.8,0.9925888477082806,0.9926672082285292,0.9925852853641425,0.9926272807358743,0.9926080268064424
0.8,0.9926318809051218,0.9926455835760589,0.9925852853641425,0.9926488565496676,0.9926080268064424
0.8,0.9926103953987881,0.9926455835760589,0.9925852853641425,0.9926488565496676,0.9926295886225528
0.8,0.9926318809051218,0.9926455835760589,0.9925852853641425,0.9926272807358743,0.9926295886225528
0.8,0.9926103953987881,0.9926455835760589,0.9926285415270993,0.9926056420681776,0.9926080268064424
0.8,0.9926103953987881,0.9926672082285292,0.9925635629017996,0.9926488565496676,0.9926080268064424
0.8,0.9926103953987881,0.9926672082285292,0.9925852853641425,0.9926488565496676,0.9926510880101531
0.8,0.9926103953987881,0.9926455835760589,0.9925635629017996,0.9926488565496676,0.9926295886225528
0.8,0.9926533044040373,0.992623895625615,0.9925199283136708,0.9926488565496676,0.9926080268064424
0.8,0.9926103953987881,0.9926887697649995,0.9925417772785899,0.9926272807358743,0.9926080268064424
0.8,0.9926103953987881,0.9926455835760589,0.9925852853641425,0.9926272807358743,0.9926295886225528
0.8,0.9926533044040373,0.9926455835760589,0.9926500755869034,0.9926056420681776,0.9926510880101531
0.8,0.9926318809051218,0.9926887697649995,0.9926069448459611,0.9926488565496676,0.9926295886225528
0.8,0.9926318809051218,0.9926672082285292,0.9925635629017996,0.9926488565496676,0.9926939002114842
0.8,0.9926103953987881,0.9926672082285292,0.9925852853641425,0.9926272807358743,0.9926295886225528
0.8,0.9926103953987881,0.9926455835760589,0.9925635629017996,0.9926272807358743,0.9926295886225528
0.8,0.9926533044040373,0.9926672082285292,0.9926500755869034,0.9926488565496676,0.9926295886225528
0.8,0.9926103953987881,0.9926455835760589,0.9925635629017996,0.9926918203343704,0.9926510880101531
0.8,0.9926533044040373,0.9926455835760589,0.9925852853641425,0.9926488565496676,0.9926295886225528
0.8,0.9926103953987881,0.9925803291003693,0.9926069448459611,0.9926488565496676,0.9926080268064424
0.8,0.9926318809051218,0.9926455835760589,0.9925635629017996,0.9926488565496676,0.9926510880101531
0.8,0.9925888477082806,0.9926672082285292,0.9924097269987747,0.9926272807358743,0.9926510880101531
0.8,0.9926103953987881,0.9926455835760589,0.9924760396328255,0.9926272807358743,0.9926510880101531
0.8,0.9926103953987881,0.9926455835760589,0.9925635629017996,0.9926488565496676,0.9926510880101531
0.8,0.9926318809051218,0.9926887697649995,0.9925852853641425,0.9926488565496676,0.9926295886225528
0.8,0.9926103953987881,0.9926672082285292,0.9925635629017996,0.9926488565496676,0.9926510880101531
0.8,0.9926103953987881,0.9926887697649995,0.9925635629017996,0.9926272807358743,0.9926295886225528
0.8,0.9926533044040373,0.992623895625615,0.9925635629017996,0.9926488565496676,0.9926510880101531
0.8,0.9926533044040373,0.9926455835760589,0.9925852853641425,0.9926488565496676,0.9926510880101531
0.8,0.9926533044040373,0.9926455835760589,0.9925635629017996,0.9926272807358743,0.9926080268064424
0.6,0.9838757663283207,0.9906116678329757,0.9906048271109286,0.9903484835475175,0.8818436354672003
0.6,0.9929262467584269,0.9931070219293904,0.9930475596043205,0.9930062010759942,0.9929456232546006
0.6,0.9929056134909234,0.9930866852695079,0.9930475596043205,0.9929856666672575,0.9930071966642844
0.6,0.9928015474343406,0.9929841048025846,0.9929036644491253,0.9929237035703277,0.9928208569461919
0.6,0.992458245737603,0.9927956370410262,0.992714303824341,0.9926703696893887,0.9926080268064424
0.6,0.992523829756827,0.9926887697649995,0.9927355891823686,0.9927132086634476,0.9925647151740707
0.6,0.9924801702724448,0.9927956370410262,0.9927355891823686,0.9926918203343704,0.9926510880101531
0.6,0.9925455650652785,0.9927743883726442,0.992692956557416,0.9926703696893887,0.9926080268064424
0.6,0.992567237656355,0.9927956370410262,0.9927355891823686,0.9926703696893887,0.9925864023832904
0.6,0.992523829756827,0.9927530774905537,0.9927355891823686,0.9926056420681776,0.9926295886225528
0.6,0.992567237656355,0.9926887697649995,0.9927355891823686,0.9927132086634476,0.9925864023832904
0.6,0.992567237656355,0.9927956370410262,0.9927355891823686,0.9926918203343704,0.9926295886225528
0.6,0.992567237656355,0.992816823674652,0.992714303824341,0.9926918203343704,0.9926080268064424
0.6,0.992567237656355,0.9927743883726442,0.992692956557416,0.9926703696893887,0.9926080268064424
0.6,0.9925455650652785,0.9927530774905537,0.992692956557416,0.9927132086634476,0.9925647151740707
0.6,0.992567237656355,0.9927743883726442,0.992714303824341,0.9924964995920005,0.9926080268064424
0.6,0.992567237656355,0.9927530774905537,0.9927355891823686,0.9926918203343704,0.9926080268064424
0.6,0.9925455650652785,0.9927530774905537,0.992714303824341,0.9927132086634476,0.9926080268064424
0.6,0.9925455650652785,0.9927743883726442,0.9927355891823686,0.9926918203343704,0.9926295886225528
0.6,0.992523829756827,0.9927956370410262,0.992714303824341,0.9926703696893887,0.9926080268064424
0.6,0.9925455650652785,0.9927743883726442,0.9927779748787544,0.9926918203343704,0.9926080268064424
0.6,0.992567237656355,0.9927530774905537,0.992692956557416,0.9926918203343704,0.9926295886225528
0.6,0.992567237656355,0.9927743883726442,0.992692956557416,0.9926918203343704,0.9926080268064424
0.6,0.9925455650652785,0.9927530774905537,0.9927355891823686,0.9927132086634476,0.9926080268064424
0.6,0.992523829756827,0.9926887697649995,0.9927355891823686,0.9926918203343704,0.9926080268064424
0.6,0.9925455650652785,0.9927956370410262,0.9927355891823686,0.9926703696893887,0.9925864023832904
0.6,0.992567237656355,0.9927743883726442,0.9927355891823686,0.9926918203343704,0.9926080268064424
0.6,0.992523829756827,0.9927743883726442,0.9927355891823686,0.9925621754492501,0.9926080268064424
0.6,0.992567237656355,0.9927743883726442,0.992714303824341,0.9926918203343704,0.9926080268064424
0.6,0.992567237656355,0.9927530774905537,0.9926500755869034,0.9927132086634476,0.9926295886225528
0.6,0.9925455650652785,0.9927743883726442,0.992714303824341,0.9926918203343704,0.9926080268064424
0.6,0.9925455650652785,0.9927743883726442,0.9927355891823686,0.9926918203343704,0.9925864023832904
0.6,0.992567237656355,0.9926887697649995,0.992714303824341,0.99273453485496,0.9926080268064424
0.6,0.9923920907985998,0.9926887697649995,0.992714303824341,0.9927132086634476,0.9925864023832904
0.6,0.9924801702724448,0.9927743883726442,0.992714303824341,0.9926918203343704,0.9926510880101531
0.6,0.9925455650652785,0.9927743883726442,0.992714303824341,0.9926918203343704,0.9926080268064424
0.6,0.992567237656355,0.9927743883726442,0.992714303824341,0.9926918203343704,0.9926080268064424
0.6,0.992523829756827,0.9926887697649995,0.992692956557416,0.9927132086634476,0.9926080268064424
0.6,0.992567237656355,0.9927743883726442,0.992714303824341,0.9927132086634476,0.9926080268064424
0.6,0.992567237656355,0.9927743883726442,0.992714303824341,0.9926703696893887,0.9926080268064424
0.6,0.992523829756827,0.9926887697649995,0.992714303824341,0.9927132086634476,0.9925647151740707
0.6,0.9925455650652785,0.9927743883726442,0.9927355891823686,0.9926918203343704,0.9926939002114842
0.6,0.9925455650652785,0.9927743883726442,0.9927355891823686,0.9926703696893887,0.9926295886225528
0.6,0.9924801702724448,0.9927743883726442,0.992692956557416,0.9927132086634476,0.9926295886225528
0.6,0.992567237656355,0.9927743883726442,0.9927355891823686,0.9926918203343704,0.9926295886225528
0.6,0.992567237656355,0.9927743883726442,0.992714303824341,0.9926703696893887,0.9926080268064424
0.6,0.9925888477082806,0.992816823674652,0.9927355891823686,0.9927132086634476,0.9925864023832904
0.6,0.8724560507569504,0.9828382300869187,0.9900980204809456,0.9906266437156339,0.9538342579192216
0.6,0.0066928509242848554,0.0066928509242848554,0.0066928509242848554,0.0066928509242848554,0.0066928509242848554
0.6,0.00699181431182791,0.006974682886398849,0.006993255058158214,0.007097071327182032,0.006851199612769005
0.6,0.00699181431182791,0.00695416696606294,0.006993255058158214,0.007097071327182032,0.006911534844081984
0.6,0.01026407225426212,0.01096922782638464,0.010744629942885537,0.011772179325064008,0.009500630273117282
0.6,0.1603116841369186,0.2549503419589508,0.24194286115042804,0.22934966142005353,0.06772763812292265
0.6,0.9918179318277333,0.9910429647184172,0.9910074743094245,0.9907627311227087,0.9686724994440589
0.6,0.9921216633895831,0.9919665739276352,0.9920925188332326,0.992136386948024,0.9920249120605854
0.6,0.9917462068795189,0.9918234875145823,0.9919053883709195,0.9918789151387964,0.9916436245842348
0.6,0.9918890385881313,0.9919191565770229,0.9919290177833947,0.9919969682796775,0.9918364757671067
0.6,0.9921216633895831,0.9921534991019042,0.992207289452234,0.9922279913722182,0.9920713430079388
0.6,0.9917221602765057,0.9917752325981036,0.9918579235091578,0.991855098067355,0.9916922567963319
0.6,0.9916496028522497,0.9917752325981036,0.9918579235091578,0.9918312117217718,0.9916679758740445
